# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=0.50000000000000000000 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 0.50000000000000000000 116.00000000000000000000 0.28952601552009582520 -0.00426278216764330864 1.00046634674072265625 -1.20134460926055908203 -0.12725399434566497803 0.29230862855911254883 -1.20049941539764404297 -0.12786726653575897217 0.00019274308579042554
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=3.50000000000000000000 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 3.50000000000000000000 116.00000000000000000000 0.30186641216278076172 -0.00661301333457231522 1.00046515464782714844 -1.21598732471466064453 -0.13482238352298736572 0.29232850670814514160 -1.20049583911895751953 -0.12787346541881561279 0.00363627239130437374
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=3.52500009536743164062 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 3.52500009536743164062 116.00000000000000000000 0.29899048805236816406 -0.00669288402423262596 1.00046467781066894531 -1.21728026866912841797 -0.13536341488361358643 0.29233503341674804688 -1.20049881935119628906 -0.12787103652954101562 0.00367227499373257160
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=3.54999995231628417969 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 3.54999995231628417969 116.00000000000000000000 0.29547008872032165527 -0.00677416380494832993 1.00046467781066894531 -1.21758472919464111328 -0.13549929857254028320 0.29233554005622863770 -1.20051455497741699219 -0.12787662446498870850 0.00370534393005073071
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=3.57500004768371582031 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 3.57500004768371582031 116.00000000000000000000 0.29150167107582092285 -0.00685072550550103188 1.00046658515930175781 -1.21682786941528320312 -0.13517729938030242920 0.29233774542808532715 -1.20050442218780517578 -0.12787622213363647461 0.00374921597540378571
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=3.59999990463256835938 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 3.59999990463256835938 116.00000000000000000000 0.28733569383621215820 -0.00693268375471234322 1.00046539306640625000 -1.21500563621520996094 -0.13437172770500183105 0.29233777523040771484 -1.20054435729980468750 -0.12787777185440063477 0.00378979253582656384
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=3.62500000000000000000 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 3.62500000000000000000 116.00000000000000000000 0.28327921032905578613 -0.00701717892661690712 1.00046432018280029297 -1.21218907833099365234 -0.13309232890605926514 0.29234066605567932129 -1.20053946971893310547 -0.12787757813930511475 0.00382547499611973763
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=3.65000009536743164062 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 3.65000009536743164062 116.00000000000000000000 0.27966889739036560059 -0.00710582686588168144 1.00046324729919433594 -1.20853364467620849609 -0.13139051198959350586 0.29234266281127929688 -1.20056605339050292969 -0.12787914276123046875 0.00387211982160806656
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=3.67499995231628417969 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 3.67499995231628417969 116.00000000000000000000 0.27681916952133178711 -0.00719646131619811058 1.00046372413635253906 -1.20425999164581298828 -0.12936127185821533203 0.29234358668327331543 -1.20055556297302246094 -0.12788149714469909668 0.00391235575079917908
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=3.70000004768371582031 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 3.70000004768371582031 116.00000000000000000000 0.27500060200691223145 -0.00728406757116317749 1.00046515464782714844 -1.19964861869812011719 -0.12713667750358581543 0.29234355688095092773 -1.20055305957794189453 -0.12788273394107818604 0.00394778372719883919
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=3.72499990463256835938 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 3.72499990463256835938 116.00000000000000000000 0.27439537644386291504 -0.00738028669729828835 1.00046730041503906250 -1.19503271579742431641 -0.12488440424203872681 0.29235300421714782715 -1.20057117938995361328 -0.12788337469100952148 0.00398902269080281258
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=3.75000000000000000000 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 3.75000000000000000000 116.00000000000000000000 0.27507507801055908203 -0.00747246528044342995 1.00046741962432861328 -1.19072604179382324219 -0.12277685850858688354 0.29234921932220458984 -1.20058107376098632812 -0.12788479030132293701 0.00402838224545121193
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=3.77500009536743164062 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 3.77500009536743164062 116.00000000000000000000 0.27699226140975952148 -0.00757531402632594109 1.00046658515930175781 -1.18704223632812500000 -0.12098392844200134277 0.29235151410102844238 -1.20059335231781005859 -0.12788438796997070312 0.00406938279047608376
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=3.79999995231628417969 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 3.79999995231628417969 116.00000000000000000000 0.27999326586723327637 -0.00767189171165227890 1.00046670436859130859 -1.18422651290893554688 -0.11964283138513565063 0.29235532879829406738 -1.20060920715332031250 -0.12788639962673187256 0.00411059614270925522
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=3.82500004768371582031 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 3.82500004768371582031 116.00000000000000000000 0.28382563591003417969 -0.00777855841442942619 1.00046730041503906250 -1.18246877193450927734 -0.11885377764701843262 0.29235690832138061523 -1.20060408115386962891 -0.12788797914981842041 0.00415145326405763626
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=3.84999990463256835938 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 3.84999990463256835938 116.00000000000000000000 0.28819113969802856445 -0.00789359584450721741 1.00046539306640625000 -1.18186402320861816406 -0.11866246908903121948 0.29236075282096862793 -1.20061850547790527344 -0.12788842618465423584 0.00418523326516151428
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=3.87500000000000000000 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 3.87500000000000000000 116.00000000000000000000 0.29277878999710083008 -0.00800267886370420456 1.00046479701995849609 -1.18243038654327392578 -0.11906567215919494629 0.29236260056495666504 -1.20065128803253173828 -0.12789060175418853760 0.00422507943585515022
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=3.90000009536743164062 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 3.90000009536743164062 116.00000000000000000000 0.29728326201438903809 -0.00811790581792593002 1.00046443939208984375 -1.18410515785217285156 -0.12001253664493560791 0.29236614704132080078 -1.20063209533691406250 -0.12789347767829895020 0.00425960775464773178
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=3.92499995231628417969 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 3.92499995231628417969 116.00000000000000000000 0.30144414305686950684 -0.00823390576988458633 1.00046467781066894531 -1.18676936626434326172 -0.12142421305179595947 0.29236805438995361328 -1.20065116882324218750 -0.12789203226566314697 0.00430549774318933487
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=3.95000004768371582031 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 3.95000004768371582031 116.00000000000000000000 0.30503854155540466309 -0.00835552625358104706 1.00046467781066894531 -1.19023728370666503906 -0.12319422513246536255 0.29237177968025207520 -1.20068597793579101562 -0.12789489328861236572 0.00434477999806404114
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=3.97499990463256835938 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 3.97499990463256835938 116.00000000000000000000 0.30790457129478454590 -0.00847911182790994644 1.00046432018280029297 -1.19429922103881835938 -0.12520787119865417480 0.29237589240074157715 -1.20069360733032226562 -0.12789611518383026123 0.00437751179561018944
# display=4 E_dc=9.50000000000000000000 E_omega=0.10000000149011611938 omega=4.00000000000000000000 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
9.50000000000000000000 0.10000000149011611938 4.00000000000000000000 116.00000000000000000000 0.30992254614830017090 -0.00860193651169538498 1.00046348571777343750 -1.19872641563415527344 -0.12735119462013244629 0.29238036274909973145 -1.20069062709808349609 -0.12789905071258544922 0.00440549617633223534
