# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=0.50000000000000000000 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 0.50000000000000000000 116.00000000000000000000 0.52895438671112060547 -0.02472518943250179291 1.00045418739318847656 -2.25400066375732421875 -0.23802317678928375244 0.54214966297149658203 -2.22668290138244628906 -0.24047785997390747070 -0.00042663124622777104
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 3.22499990463256835938 116.00000000000000000000 0.47285360097885131836 -0.01606878079473972321 1.00045406818389892578 -2.24173235893249511719 -0.22719959914684295654 0.54618781805038452148 -2.24300336837768554688 -0.24153977632522583008 -0.03306793794035911560
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=3.25000000000000000000 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 3.25000000000000000000 116.00000000000000000000 0.47037136554718017578 -0.01561313774436712265 1.00045454502105712891 -2.22048854827880859375 -0.22346864640712738037 0.54620051383972167969 -2.24305772781372070312 -0.24157087504863739014 -0.03313152119517326355
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=3.27500009536743164062 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 3.27500009536743164062 116.00000000000000000000 0.47254076600074768066 -0.01515790168195962906 1.00045263767242431641 -2.20103120803833007812 -0.22060689330101013184 0.54621219635009765625 -2.24308633804321289062 -0.24159732460975646973 -0.03317383676767349243
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=3.29999995231628417969 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 3.29999995231628417969 116.00000000000000000000 0.47904029488563537598 -0.01471627503633499146 1.00045526027679443359 -2.18447923660278320312 -0.21879099309444427490 0.54621738195419311523 -2.24311041831970214844 -0.24162389338016510010 -0.03321334347128868103
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=3.32500004768371582031 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 3.32500004768371582031 116.00000000000000000000 0.48928633332252502441 -0.01428352203220129013 1.00045502185821533203 -2.17168807983398437500 -0.21811291575431823730 0.54622632265090942383 -2.24314069747924804688 -0.24164655804634094238 -0.03325169160962104797
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=3.34999990463256835938 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 3.34999990463256835938 116.00000000000000000000 0.50253099203109741211 -0.01385760959237813950 1.00045561790466308594 -2.16323518753051757812 -0.21858960390090942383 0.54622727632522583008 -2.24313735961914062500 -0.24167174100875854492 -0.03328919038176536560
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=3.37500000000000000000 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 3.37500000000000000000 116.00000000000000000000 0.51795798540115356445 -0.01343540009111166000 1.00045537948608398438 -2.15944743156433105469 -0.22017997503280639648 0.54622709751129150391 -2.24321579933166503906 -0.24169516563415527344 -0.03332507237792015076
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=3.40000009536743164062 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 3.40000009536743164062 116.00000000000000000000 0.53468805551528930664 -0.01301739457994699478 1.00045394897460937500 -2.16038036346435546875 -0.22281539440155029297 0.54621911048889160156 -2.24316692352294921875 -0.24171648919582366943 -0.03335424140095710754
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=3.42499995231628417969 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 3.42499995231628417969 116.00000000000000000000 0.55180811882019042969 -0.01263316906988620758 1.00045299530029296875 -2.16585421562194824219 -0.22638806700706481934 0.54621118307113647461 -2.24306702613830566406 -0.24174320697784423828 -0.03337024152278900146
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=3.45000004768371582031 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 3.45000004768371582031 116.00000000000000000000 0.56829416751861572266 -0.01223004609346389771 1.00045537948608398438 -2.17542934417724609375 -0.23072312772274017334 0.54620218276977539062 -2.24304533004760742188 -0.24175961315631866455 -0.03339736163616180420
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=3.47499990463256835938 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 3.47499990463256835938 116.00000000000000000000 0.58324825763702392578 -0.01183535158634185791 1.00045669078826904297 -2.18846392631530761719 -0.23560024797916412354 0.54619246721267700195 -2.24298191070556640625 -0.24177868664264678955 -0.03342077136039733887
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=3.50000000000000000000 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 3.50000000000000000000 116.00000000000000000000 0.59589087963104248047 -0.01144924387335777283 1.00045418739318847656 -2.20415139198303222656 -0.24075572192668914795 0.54617136716842651367 -2.24290776252746582031 -0.24179942905902862549 -0.03344443440437316895
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=3.52500009536743164062 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 3.52500009536743164062 116.00000000000000000000 0.60562068223953247070 -0.01107391249388456345 1.00045406818389892578 -2.22157812118530273438 -0.24592167139053344727 0.54615455865859985352 -2.24282979965209960938 -0.24181780219078063965 -0.03347120061516761780
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=3.54999995231628417969 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 3.54999995231628417969 116.00000000000000000000 0.61201792955398559570 -0.01070577744394540787 1.00045442581176757812 -2.23977303504943847656 -0.25085055828094482422 0.54613161087036132812 -2.24275898933410644531 -0.24183215200901031494 -0.03350757062435150146
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=3.57500004768371582031 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 3.57500004768371582031 116.00000000000000000000 0.61482334136962890625 -0.01032501086592674255 1.00045609474182128906 -2.25773382186889648438 -0.25532960891723632812 0.54611617326736450195 -2.24268412590026855469 -0.24185019731521606445 -0.03352255374193191528
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=3.59999990463256835938 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 3.59999990463256835938 116.00000000000000000000 0.61393946409225463867 -0.00995542202144861221 1.00045454502105712891 -2.27454733848571777344 -0.25918447971343994141 0.54608672857284545898 -2.24257135391235351562 -0.24186810851097106934 -0.03354489058256149292
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=3.62500000000000000000 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 3.62500000000000000000 116.00000000000000000000 0.60939234495162963867 -0.00959043484181165695 1.00045692920684814453 -2.28933978080749511719 -0.26225370168685913086 0.54606103897094726562 -2.24244236946105957031 -0.24188719689846038818 -0.03357843309640884399
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=3.65000009536743164062 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 3.65000009536743164062 116.00000000000000000000 0.60137724876403808594 -0.00923302676528692245 1.00045573711395263672 -2.30133390426635742188 -0.26438537240028381348 0.54602408409118652344 -2.24231672286987304688 -0.24190649390220642090 -0.03358995541930198669
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=3.67499995231628417969 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 3.67499995231628417969 116.00000000000000000000 0.59023243188858032227 -0.00887901987880468369 1.00045549869537353516 -2.30992269515991210938 -0.26545858383178710938 0.54599285125732421875 -2.24217534065246582031 -0.24192579090595245361 -0.03361754491925239563
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=3.70000004768371582031 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 3.70000004768371582031 116.00000000000000000000 0.57649606466293334961 -0.00851716194301843643 1.00045573711395263672 -2.31464815139770507812 -0.26537600159645080566 0.54594975709915161133 -2.24202990531921386719 -0.24194216728210449219 -0.03366046771407127380
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=3.72499990463256835938 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
8.19999980926513671875 0.10000000149011611938 3.72499990463256835938 116.00000000000000000000 0.56092000007629394531 -0.00816799327731132507 1.00045478343963623047 -2.31525683403015136719 -0.26409286260604858398 0.54591274261474609375 -2.24187588691711425781 -0.24196909368038177490 -0.03369197994470596313
# display=4 E_dc=8.19999980926513671875 E_omega=0.10000000149011611938 omega=3.75000000000000000000 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=1.20000004768371582031 B=4.00000000000000000000 t-max=10.00000000000000000000 dt=0.00009999999747378752 g-grid=3069
