# display=4 E_dc=0.00000000000000000000 E_omega=0.10000000149011611938 omega=0.50000000000000000000 mu=116.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=3.00000000000000000000 B=3.00000000000000000000 t-max=10.00000000000000000000 dt=0.00100000004749745131 g-grid=4000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
0.00000000000000000000 0.10000000149011611938 0.50000000000000000000 116.00000000000000000000 0.01384041737765073776 0.01071299798786640167 1.00003099441528320312 -0.01163213141262531281 0.94546496868133544922 -0.00000533245065525989 0.00001788181543815881 0.94545215368270874023 -0.00405163457617163658
# display=4 E_dc=0.00000000000000000000 E_omega=0.10000000149011611938 omega=10.19999980926513671875 mu=96.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=3.00000000000000000000 B=3.00000000000000000000 t-max=10.00000000000000000000 dt=0.00100000004749745131 g-grid=4000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
0.00000000000000000000 0.10000000149011611938 10.19999980926513671875 96.00000000000000000000 0.02127692848443984985 0.00133682752493768930 1.00002765655517578125 -0.00075486948480829597 0.94460272789001464844 0.00000907041521713836 0.00000006469516478091 0.94463568925857543945 0.01056067179888486862
# display=4 E_dc=0.00000000000000000000 E_omega=0.10000000149011611938 omega=10.30000019073486328125 mu=96.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=3.00000000000000000000 B=3.00000000000000000000 t-max=10.00000000000000000000 dt=0.00100000004749745131 g-grid=4000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
0.00000000000000000000 0.10000000149011611938 10.30000019073486328125 96.00000000000000000000 0.01102882996201515198 0.00130307418294250965 1.00002801418304443359 -0.00562110729515552521 0.94464111328125000000 0.00000497992368764244 -0.00000228526641876670 0.94463598728179931641 0.01043704431504011154
# display=4 E_dc=0.00000000000000000000 E_omega=0.10000000149011611938 omega=10.39999961853027343750 mu=96.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=3.00000000000000000000 B=3.00000000000000000000 t-max=10.00000000000000000000 dt=0.00100000004749745131 g-grid=4000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
0.00000000000000000000 0.10000000149011611938 10.39999961853027343750 96.00000000000000000000 -0.00896516628563404083 0.00127933290787041187 1.00002813339233398438 -0.00525299226865172386 0.94464910030364990234 -0.00000059646202998920 -0.00000143187162393588 0.94463646411895751953 0.01032008789479732513
# display=4 E_dc=0.00000000000000000000 E_omega=0.10000000149011611938 omega=10.50000000000000000000 mu=96.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=3.00000000000000000000 B=3.00000000000000000000 t-max=10.00000000000000000000 dt=0.00100000004749745131 g-grid=4000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
0.00000000000000000000 0.10000000149011611938 10.50000000000000000000 96.00000000000000000000 -0.02040531300008296967 0.00124943337868899107 1.00002813339233398438 -0.00020686368225142360 0.94460785388946533203 0.00000556919667360489 -0.00000062615612250738 0.94463974237442016602 0.01020255219191312790
# display=4 E_dc=0.00000000000000000000 E_omega=0.10000000149011611938 omega=10.60000038146972656250 mu=96.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=3.00000000000000000000 B=3.00000000000000000000 t-max=10.00000000000000000000 dt=0.00100000004749745131 g-grid=4000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
0.00000000000000000000 0.10000000149011611938 10.60000038146972656250 96.00000000000000000000 -0.01302814856171607971 0.00121678283903747797 1.00002765655517578125 0.00485326210036873817 0.94463610649108886719 -0.00001115652321459493 0.00000365177402272820 0.94463980197906494141 0.01010597124695777893
# display=4 E_dc=0.00000000000000000000 E_omega=0.10000000149011611938 omega=10.69999980926513671875 mu=96.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=3.00000000000000000000 B=3.00000000000000000000 t-max=10.00000000000000000000 dt=0.00100000004749745131 g-grid=4000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
0.00000000000000000000 0.10000000149011611938 10.69999980926513671875 96.00000000000000000000 0.00593363866209983826 0.00119877955876290798 1.00002849102020263672 0.00532807549461722374 0.94465470314025878906 -0.00000067177393248130 0.00000041011077200892 0.94463920593261718750 0.00999096501618623734
# display=4 E_dc=0.00000000000000000000 E_omega=0.10000000149011611938 omega=10.80000019073486328125 mu=96.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=3.00000000000000000000 B=3.00000000000000000000 t-max=10.00000000000000000000 dt=0.00100000004749745131 g-grid=4000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
0.00000000000000000000 0.10000000149011611938 10.80000019073486328125 96.00000000000000000000 0.01920705474913120270 0.00117969745770096779 1.00002801418304443359 0.00098979985341429710 0.94461470842361450195 0.00001432584213034716 0.00000137602739869180 0.94464105367660522461 0.00990014988929033279
# display=4 E_dc=0.00000000000000000000 E_omega=0.10000000149011611938 omega=10.89999961853027343750 mu=96.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=3.00000000000000000000 B=3.00000000000000000000 t-max=10.00000000000000000000 dt=0.00100000004749745131 g-grid=4000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
0.00000000000000000000 0.10000000149011611938 10.89999961853027343750 96.00000000000000000000 0.01477398443967103958 0.00115318933967500925 1.00002801418304443359 -0.00403144769370555878 0.94463139772415161133 -0.00000549446485820226 0.00000209914674087486 0.94464200735092163086 0.00977933499962091446
# display=4 E_dc=0.00000000000000000000 E_omega=0.10000000149011611938 omega=11.00000000000000000000 mu=96.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=3.00000000000000000000 B=3.00000000000000000000 t-max=10.00000000000000000000 dt=0.00100000004749745131 g-grid=4000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
0.00000000000000000000 0.10000000149011611938 11.00000000000000000000 96.00000000000000000000 -0.00299168098717927933 0.00112727424129843712 1.00002753734588623047 -0.00527262035757303238 0.94465827941894531250 0.00000025672125048004 0.00000002766848972158 0.94464111328125000000 0.00968314055353403091
# display=4 E_dc=0.00000000000000000000 E_omega=0.10000000149011611938 omega=11.10000038146972656250 mu=96.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=3.00000000000000000000 B=3.00000000000000000000 t-max=10.00000000000000000000 dt=0.00100000004749745131 g-grid=4000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
0.00000000000000000000 0.10000000149011611938 11.10000038146972656250 96.00000000000000000000 -0.01765510067343711853 0.00110780738759785891 1.00002837181091308594 -0.00171055283863097429 0.94462352991104125977 -0.00000467881318400032 -0.00000075432541279952 0.94464302062988281250 0.00958956964313983917
# display=4 E_dc=0.00000000000000000000 E_omega=0.10000000149011611938 omega=11.19999980926513671875 mu=96.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=3.00000000000000000000 B=3.00000000000000000000 t-max=10.00000000000000000000 dt=0.00100000004749745131 g-grid=4000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
0.00000000000000000000 0.10000000149011611938 11.19999980926513671875 96.00000000000000000000 -0.01595099642872810364 0.00108067342080175877 1.00002729892730712891 0.00325530255213379860 0.94462829828262329102 -0.00000572536646359367 0.00000078685877724638 0.94464457035064697266 0.00949452910572290421
# display=4 E_dc=0.00000000000000000000 E_omega=0.10000000149011611938 omega=11.30000019073486328125 mu=96.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=3.00000000000000000000 B=3.00000000000000000000 t-max=10.00000000000000000000 dt=0.00100000004749745131 g-grid=4000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
0.00000000000000000000 0.10000000149011611938 11.30000019073486328125 96.00000000000000000000 0.00020372222934383899 0.00106275512371212244 1.00002825260162353516 0.00510594621300697327 0.94465899467468261719 0.00000025325448405056 0.00000114719034627342 0.94464302062988281250 0.00939460005611181259
# display=4 E_dc=0.00000000000000000000 E_omega=0.10000000149011611938 omega=11.39999961853027343750 mu=96.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=3.00000000000000000000 B=3.00000000000000000000 t-max=10.00000000000000000000 dt=0.00100000004749745131 g-grid=4000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
0.00000000000000000000 0.10000000149011611938 11.39999961853027343750 96.00000000000000000000 0.01584219187498092651 0.00104367965832352638 1.00002729892730712891 0.00230364361777901649 0.94463169574737548828 0.00000143407271480100 0.00000003968387574105 0.94464474916458129883 0.00930363591760396957
# display=4 E_dc=0.00000000000000000000 E_omega=0.10000000149011611938 omega=11.50000000000000000000 mu=96.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=3.00000000000000000000 B=3.00000000000000000000 t-max=10.00000000000000000000 dt=0.00100000004749745131 g-grid=4000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
0.00000000000000000000 0.10000000149011611938 11.50000000000000000000 96.00000000000000000000 0.01682390086352825165 0.00102458230685442686 1.00002741813659667969 -0.00245889741927385330 0.94462549686431884766 -0.00000526385110788397 0.00000088929044750330 0.94464743137359619141 0.00920753180980682373
# display=4 E_dc=0.00000000000000000000 E_omega=0.10000000149011611938 omega=11.60000038146972656250 mu=96.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=3.00000000000000000000 B=3.00000000000000000000 t-max=10.00000000000000000000 dt=0.00100000004749745131 g-grid=4000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
0.00000000000000000000 0.10000000149011611938 11.60000038146972656250 96.00000000000000000000 0.00237251026555895805 0.00100190716329962015 1.00002801418304443359 -0.00484827533364295959 0.94465959072113037109 0.00000167945711382345 -0.00000449762546850252 0.94464582204818725586 0.00912371464073657990
# display=4 E_dc=0.00000000000000000000 E_omega=0.10000000149011611938 omega=11.69999980926513671875 mu=96.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=3.00000000000000000000 B=3.00000000000000000000 t-max=10.00000000000000000000 dt=0.00100000004749745131 g-grid=4000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
0.00000000000000000000 0.10000000149011611938 11.69999980926513671875 96.00000000000000000000 -0.01384315360337495804 0.00098953640554100275 1.00002765655517578125 -0.00277059944346547127 0.94463843107223510742 -0.00000516869840794243 -0.00000037956641563142 0.94464588165283203125 0.00903961155563592911
# display=4 E_dc=0.00000000000000000000 E_omega=0.10000000149011611938 omega=11.80000019073486328125 mu=96.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=3.00000000000000000000 B=3.00000000000000000000 t-max=10.00000000000000000000 dt=0.00100000004749745131 g-grid=4000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
0.00000000000000000000 0.10000000149011611938 11.80000019073486328125 96.00000000000000000000 -0.01727108098566532135 0.00096990482416003942 1.00002801418304443359 0.00170364289078861475 0.94462490081787109375 0.00000880163861438632 -0.00000060554191350093 0.94464927911758422852 0.00894271209836006165
# display=4 E_dc=0.00000000000000000000 E_omega=0.10000000149011611938 omega=11.89999961853027343750 mu=96.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=3.00000000000000000000 B=3.00000000000000000000 t-max=10.00000000000000000000 dt=0.00100000004749745131 g-grid=4000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
0.00000000000000000000 0.10000000149011611938 11.89999961853027343750 96.00000000000000000000 -0.00489888805896043777 0.00094940414419397712 1.00002825260162353516 0.00451105087995529175 0.94465732574462890625 -0.00000116977889774716 0.00000166068173257372 0.94464784860610961914 0.00886825658380985260
# display=4 E_dc=0.00000000000000000000 E_omega=0.10000000149011611938 omega=12.00000000000000000000 mu=96.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=3.00000000000000000000 B=3.00000000000000000000 t-max=10.00000000000000000000 dt=0.00100000004749745131 g-grid=4000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
0.00000000000000000000 0.10000000149011611938 12.00000000000000000000 96.00000000000000000000 0.01157251931726932526 0.00092737801605835557 1.00002837181091308594 0.00315699400380253792 0.94464641809463500977 -0.00000801419719209662 -0.00000279046116702375 0.94464689493179321289 0.00878059584647417068
# display=4 E_dc=0.00000000000000000000 E_omega=0.10000000149011611938 omega=0.50000000000000000000 mu=86.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=3.00000000000000000000 B=3.00000000000000000000 t-max=10.00000000000000000000 dt=0.00100000004749745131 g-grid=4000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
0.00000000000000000000 0.10000000149011611938 0.50000000000000000000 86.00000000000000000000 0.01385697629302740097 0.01072835084050893784 1.00002753734588623047 -0.01163952890783548355 0.94402748346328735352 -0.00000526333951711422 0.00001772469295246992 0.94399970769882202148 -0.00405570073053240776
# display=4 E_dc=0.00000000000000000000 E_omega=0.10000000149011611938 omega=0.60000002384185791016 mu=86.00000000000000000000 alpha=0.94959998130798339844 n-harmonics=120 PhiYmin=-5.00000000000000000000 PhiYmax=3.00000000000000000000 B=3.00000000000000000000 t-max=10.00000000000000000000 dt=0.00100000004749745131 g-grid=4000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>    Asin
0.00000000000000000000 0.10000000149011611938 0.60000002384185791016 86.00000000000000000000 0.02392179332673549652 0.01103689987212419510 1.00002753734588623047 -0.05850670114159584045 0.94392877817153930664 -0.00000031196049121718 0.00000088522921259937 0.94391524791717529297 -0.00488293403759598732
